id,subject_id,task,trial_session,trial,label
931,S12,MI,6,1,Right
932,S12,MI,6,2,Right
933,S12,MI,6,3,Right
934,S12,MI,6,4,Left
935,S12,MI,6,5,Left
936,S12,MI,6,6,Right
937,S12,MI,6,7,Left
938,S12,MI,6,8,Left
939,S12,MI,6,9,Right
940,S12,MI,6,10,Left
941,S12,MI,7,1,Right
942,S12,MI,7,2,Right
943,S12,MI,7,3,Right
944,S12,MI,7,4,Right
945,S12,MI,7,5,Right
946,S12,MI,7,6,Left
947,S12,MI,7,7,Left
948,S12,MI,7,8,Right
949,S12,MI,7,9,Right
950,S12,MI,7,10,Right
951,S12,MI,8,1,Left
952,S12,MI,8,2,Left
953,S12,MI,8,3,Left
954,S12,MI,8,4,Left
955,S12,MI,8,5,Left
956,S12,MI,8,6,Left
957,S12,MI,8,7,Right
958,S12,MI,8,8,Left
959,S12,MI,8,9,Right
960,S12,MI,8,10,Right
961,S13,MI,1,1,Right
962,S13,MI,1,2,Left
963,S13,MI,1,3,Right
964,S13,MI,1,4,Left
965,S13,MI,1,5,Right
966,S13,MI,1,6,Left
967,S13,MI,1,7,Right
968,S13,MI,1,8,Left
969,S13,MI,1,9,Right
970,S13,MI,1,10,Right
971,S13,MI,2,1,Left
972,S13,MI,2,2,Left
973,S13,MI,2,3,Right
974,S13,MI,2,4,Right
975,S13,MI,2,5,Right
976,S13,MI,2,6,Right
977,S13,MI,2,7,Left
978,S13,MI,2,8,Right
979,S13,MI,2,9,Left
980,S13,MI,2,10,Left
981,S13,MI,3,1,Right
982,S13,MI,3,2,Left
983,S13,MI,3,3,Left
984,S13,MI,3,4,Left
985,S13,MI,3,5,Right
986,S13,MI,3,6,Right
987,S13,MI,3,7,Right
988,S13,MI,3,8,Right
989,S13,MI,3,9,Right
990,S13,MI,3,10,Left
991,S13,MI,4,1,Left
992,S13,MI,4,2,Left
993,S13,MI,4,3,Left
994,S13,MI,4,4,Right
995,S13,MI,4,5,Right
996,S13,MI,4,6,Right
997,S13,MI,4,7,Left
998,S13,MI,4,8,Right
999,S13,MI,4,9,Left
1000,S13,MI,4,10,Right
1001,S13,MI,5,1,Left
1002,S13,MI,5,2,Right
1003,S13,MI,5,3,Right
1004,S13,MI,5,4,Left
1005,S13,MI,5,5,Left
1006,S13,MI,5,6,Right
1007,S13,MI,5,7,Right
1008,S13,MI,5,8,Right
1009,S13,MI,5,9,Right
1010,S13,MI,5,10,Left
1011,S13,MI,6,1,Right
1012,S13,MI,6,2,Right
1013,S13,MI,6,3,Right
1014,S13,MI,6,4,Right
1015,S13,MI,6,5,Right
1016,S13,MI,6,6,Left
1017,S13,MI,6,7,Left
1018,S13,MI,6,8,Right
1019,S13,MI,6,9,Right
1020,S13,MI,6,10,Left
1021,S13,MI,7,1,Left
1022,S13,MI,7,2,Left
1023,S13,MI,7,3,Right
1024,S13,MI,7,4,Right
1025,S13,MI,7,5,Left
1026,S13,MI,7,6,Right
1027,S13,MI,7,7,Right
1028,S13,MI,7,8,Left
1029,S13,MI,7,9,Right
1030,S13,MI,7,10,Left
1031,S13,MI,8,1,Left
1032,S13,MI,8,2,Left
1033,S13,MI,8,3,Right
1034,S13,MI,8,4,Right
1035,S13,MI,8,5,Left
1036,S13,MI,8,6,Right
1037,S13,MI,8,7,Left
1038,S13,MI,8,8,Right
1039,S13,MI,8,9,Right
1040,S13,MI,8,10,Left
1041,S14,MI,1,1,Right
1042,S14,MI,1,2,Right
1043,S14,MI,1,3,Right
1044,S14,MI,1,4,Left
1045,S14,MI,1,5,Left
1046,S14,MI,1,6,Right
1047,S14,MI,1,7,Left
1048,S14,MI,1,8,Left
1049,S14,MI,1,9,Right
1050,S14,MI,1,10,Right
1051,S14,MI,2,1,Right
1052,S14,MI,2,2,Right
1053,S14,MI,2,3,Left
1054,S14,MI,2,4,Right
1055,S14,MI,2,5,Left
1056,S14,MI,2,6,Left
1057,S14,MI,2,7,Left
1058,S14,MI,2,8,Left
1059,S14,MI,2,9,Right
1060,S14,MI,2,10,Left
1061,S14,MI,3,1,Left
1062,S14,MI,3,2,Right
1063,S14,MI,3,3,Right
1064,S14,MI,3,4,Left
1065,S14,MI,3,5,Right
1066,S14,MI,3,6,Left
1067,S14,MI,3,7,Left
1068,S14,MI,3,8,Left
1069,S14,MI,3,9,Right
1070,S14,MI,3,10,Left
1071,S14,MI,4,1,Right
1072,S14,MI,4,2,Left
1073,S14,MI,4,3,Left
1074,S14,MI,4,4,Left
1075,S14,MI,4,5,Right
1076,S14,MI,4,6,Right
1077,S14,MI,4,7,Right
1078,S14,MI,4,8,Right
1079,S14,MI,4,9,Left
1080,S14,MI,4,10,Right
1081,S14,MI,5,1,Left
1082,S14,MI,5,2,Right
1083,S14,MI,5,3,Right
1084,S14,MI,5,4,Right
1085,S14,MI,5,5,Left
1086,S14,MI,5,6,Right
1087,S14,MI,5,7,Right
1088,S14,MI,5,8,Left
1089,S14,MI,5,9,Left
1090,S14,MI,5,10,Left
1091,S14,MI,6,1,Left
1092,S14,MI,6,2,Right
1093,S14,MI,6,3,Right
1094,S14,MI,6,4,Right
1095,S14,MI,6,5,Left
1096,S14,MI,6,6,Right
1097,S14,MI,6,7,Right
1098,S14,MI,6,8,Right
1099,S14,MI,6,9,Left
1100,S14,MI,6,10,Left
1101,S14,MI,7,1,Left
1102,S14,MI,7,2,Right
1103,S14,MI,7,3,Right
1104,S14,MI,7,4,Right
1105,S14,MI,7,5,Left
1106,S14,MI,7,6,Left
1107,S14,MI,7,7,Left
1108,S14,MI,7,8,Right
1109,S14,MI,7,9,Right
1110,S14,MI,7,10,Left
1111,S14,MI,8,1,Left
1112,S14,MI,8,2,Right
1113,S14,MI,8,3,Right
1114,S14,MI,8,4,Left
1115,S14,MI,8,5,Right
1116,S14,MI,8,6,Left
1117,S14,MI,8,7,Right
1118,S14,MI,8,8,Right
1119,S14,MI,8,9,Right
1120,S14,MI,8,10,Right
1121,S15,MI,1,1,Right
1122,S15,MI,1,2,Right
1123,S15,MI,1,3,Left
1124,S15,MI,1,4,Left
1125,S15,MI,1,5,Right
1126,S15,MI,1,6,Right
1127,S15,MI,1,7,Right
1128,S15,MI,1,8,Right
1129,S15,MI,1,9,Right
1130,S15,MI,1,10,Left
1131,S15,MI,2,1,Left
1132,S15,MI,2,2,Right
1133,S15,MI,2,3,Left
1134,S15,MI,2,4,Right
1135,S15,MI,2,5,Right
1136,S15,MI,2,6,Left
1137,S15,MI,2,7,Left
1138,S15,MI,2,8,Right
1139,S15,MI,2,9,Right
1140,S15,MI,2,10,Right
1141,S15,MI,3,1,Left
1142,S15,MI,3,2,Right
1143,S15,MI,3,3,Right
1144,S15,MI,3,4,Right
1145,S15,MI,3,5,Left
1146,S15,MI,3,6,Right
1147,S15,MI,3,7,Right
1148,S15,MI,3,8,Right
1149,S15,MI,3,9,Left
1150,S15,MI,3,10,Left
1151,S15,MI,4,1,Right
1152,S15,MI,4,2,Left
1153,S15,MI,4,3,Left
1154,S15,MI,4,4,Left
1155,S15,MI,4,5,Right
1156,S15,MI,4,6,Left
1157,S15,MI,4,7,Left
1158,S15,MI,4,8,Left
1159,S15,MI,4,9,Left
1160,S15,MI,4,10,Right
1161,S15,MI,5,1,Left
1162,S15,MI,5,2,Left
1163,S15,MI,5,3,Left
1164,S15,MI,5,4,Right
1165,S15,MI,5,5,Right
1166,S15,MI,5,6,Left
1167,S15,MI,5,7,Right
1168,S15,MI,5,8,Right
1169,S15,MI,5,9,Left
1170,S15,MI,5,10,Left
1171,S15,MI,6,1,Left
1172,S15,MI,6,2,Right
1173,S15,MI,6,3,Right
1174,S15,MI,6,4,Right
1175,S15,MI,6,5,Right
1176,S15,MI,6,6,Left
1177,S15,MI,6,7,Left
1178,S15,MI,6,8,Right
1179,S15,MI,6,9,Right
1180,S15,MI,6,10,Left
1181,S15,MI,7,1,Right
1182,S15,MI,7,2,Left
1183,S15,MI,7,3,Right
1184,S15,MI,7,4,Left
1185,S15,MI,7,5,Right
1186,S15,MI,7,6,Left
1187,S15,MI,7,7,Left
1188,S15,MI,7,8,Right
1189,S15,MI,7,9,Right
1190,S15,MI,7,10,Right
1191,S15,MI,8,1,Left
1192,S15,MI,8,2,Left
1193,S15,MI,8,3,Left
1194,S15,MI,8,4,Right
1195,S15,MI,8,5,Right
1196,S15,MI,8,6,Left
1197,S15,MI,8,7,Right
1198,S15,MI,8,8,Right
1199,S15,MI,8,9,Left
1200,S15,MI,8,10,Right
1201,S16,MI,1,1,Left
1202,S16,MI,1,2,Right
1203,S16,MI,1,3,Left
1204,S16,MI,1,4,Left
1205,S16,MI,1,5,Right
1206,S16,MI,1,6,Left
1207,S16,MI,1,7,Right
1208,S16,MI,1,8,Right
1209,S16,MI,1,9,Right
1210,S16,MI,1,10,Left
1211,S16,MI,2,1,Right
1212,S16,MI,2,2,Left
1213,S16,MI,2,3,Right
1214,S16,MI,2,4,Right
1215,S16,MI,2,5,Left
1216,S16,MI,2,6,Right
1217,S16,MI,2,7,Right
1218,S16,MI,2,8,Right
1219,S16,MI,2,9,Left
1220,S16,MI,2,10,Right
1221,S16,MI,3,1,Left
1222,S16,MI,3,2,Right
1223,S16,MI,3,3,Right
1224,S16,MI,3,4,Right
1225,S16,MI,3,5,Right
1226,S16,MI,3,6,Left
1227,S16,MI,3,7,Right
1228,S16,MI,3,8,Right
1229,S16,MI,3,9,Right
1230,S16,MI,3,10,Right
1231,S16,MI,4,1,Right
1232,S16,MI,4,2,Right
1233,S16,MI,4,3,Right
1234,S16,MI,4,4,Left
1235,S16,MI,4,5,Right
1236,S16,MI,4,6,Left
1237,S16,MI,4,7,Right
1238,S16,MI,4,8,Left
1239,S16,MI,4,9,Left
1240,S16,MI,4,10,Right
1241,S16,MI,5,1,Left
1242,S16,MI,5,2,Left
1243,S16,MI,5,3,Right
1244,S16,MI,5,4,Left
1245,S16,MI,5,5,Right
1246,S16,MI,5,6,Left
1247,S16,MI,5,7,Right
1248,S16,MI,5,8,Left
1249,S16,MI,5,9,Right
1250,S16,MI,5,10,Right
1251,S16,MI,6,1,Right
1252,S16,MI,6,2,Right
1253,S16,MI,6,3,Left
1254,S16,MI,6,4,Right
1255,S16,MI,6,5,Left
1256,S16,MI,6,6,Right
1257,S16,MI,6,7,Right
1258,S16,MI,6,8,Right
1259,S16,MI,6,9,Right
1260,S16,MI,6,10,Right
1261,S16,MI,7,1,Right
1262,S16,MI,7,2,Right
1263,S16,MI,7,3,Right
1264,S16,MI,7,4,Right
1265,S16,MI,7,5,Left
1266,S16,MI,7,6,Right
1267,S16,MI,7,7,Right
1268,S16,MI,7,8,Right
1269,S16,MI,7,9,Right
1270,S16,MI,7,10,Right
1271,S16,MI,8,1,Left
1272,S16,MI,8,2,Left
1273,S16,MI,8,3,Right
1274,S16,MI,8,4,Left
1275,S16,MI,8,5,Left
1276,S16,MI,8,6,Left
1277,S16,MI,8,7,Right
1278,S16,MI,8,8,Right
1279,S16,MI,8,9,Right
1280,S16,MI,8,10,Left
1281,S17,MI,1,1,Left
1282,S17,MI,1,2,Left
1283,S17,MI,1,3,Left
1284,S17,MI,1,4,Right
1285,S17,MI,1,5,Left
1286,S17,MI,1,6,Right
1287,S17,MI,1,7,Right
1288,S17,MI,1,8,Left
1289,S17,MI,1,9,Left
1290,S17,MI,1,10,Left
1291,S17,MI,2,1,Left
1292,S17,MI,2,2,Right
1293,S17,MI,2,3,Left
1294,S17,MI,2,4,Left
1295,S17,MI,2,5,Right
1296,S17,MI,2,6,Left
1297,S17,MI,2,7,Left
1298,S17,MI,2,8,Left
1299,S17,MI,2,9,Right
1300,S17,MI,2,10,Left
1301,S17,MI,3,1,Right
1302,S17,MI,3,2,Left
1303,S17,MI,3,3,Right
1304,S17,MI,3,4,Left
1305,S17,MI,3,5,Left
1306,S17,MI,3,6,Left
1307,S17,MI,3,7,Left
1308,S17,MI,3,8,Right
1309,S17,MI,3,9,Left
1310,S17,MI,3,10,Right
1311,S17,MI,4,1,Right
1312,S17,MI,4,2,Left
1313,S17,MI,4,3,Left
1314,S17,MI,4,4,Left
1315,S17,MI,4,5,Left
1316,S17,MI,4,6,Left
1317,S17,MI,4,7,Right
1318,S17,MI,4,8,Left
1319,S17,MI,4,9,Right
1320,S17,MI,4,10,Left
1321,S17,MI,5,1,Left
1322,S17,MI,5,2,Right
1323,S17,MI,5,3,Left
1324,S17,MI,5,4,Right
1325,S17,MI,5,5,Right
1326,S17,MI,5,6,Left
1327,S17,MI,5,7,Right
1328,S17,MI,5,8,Right
1329,S17,MI,5,9,Left
1330,S17,MI,5,10,Right
1331,S17,MI,6,1,Right
1332,S17,MI,6,2,Left
1333,S17,MI,6,3,Left
1334,S17,MI,6,4,Left
1335,S17,MI,6,5,Right
1336,S17,MI,6,6,Right
1337,S17,MI,6,7,Left
1338,S17,MI,6,8,Left
1339,S17,MI,6,9,Right
1340,S17,MI,6,10,Right
1341,S17,MI,7,1,Left
1342,S17,MI,7,2,Right
1343,S17,MI,7,3,Right
1344,S17,MI,7,4,Left
1345,S17,MI,7,5,Right
1346,S17,MI,7,6,Left
1347,S17,MI,7,7,Right
1348,S17,MI,7,8,Right
1349,S17,MI,7,9,Left
1350,S17,MI,7,10,Left
1351,S17,MI,8,1,Left
1352,S17,MI,8,2,Left
1353,S17,MI,8,3,Left
1354,S17,MI,8,4,Left
1355,S17,MI,8,5,Right
1356,S17,MI,8,6,Right
1357,S17,MI,8,7,Right
1358,S17,MI,8,8,Right
1359,S17,MI,8,9,Right
1360,S17,MI,8,10,Right
1361,S18,MI,1,1,Right
1362,S18,MI,1,2,Left
1363,S18,MI,1,3,Right
1364,S18,MI,1,4,Left
1365,S18,MI,1,5,Right
1366,S18,MI,1,6,Left
1367,S18,MI,1,7,Right
1368,S18,MI,1,8,Right
1369,S18,MI,1,9,Right
1370,S18,MI,1,10,Right
1371,S18,MI,2,1,Right
1372,S18,MI,2,2,Left
1373,S18,MI,2,3,Right
1374,S18,MI,2,4,Right
1375,S18,MI,2,5,Right
1376,S18,MI,2,6,Left
1377,S18,MI,2,7,Right
1378,S18,MI,2,8,Left
1379,S18,MI,2,9,Right
1380,S18,MI,2,10,Right
1381,S18,MI,3,1,Right
1382,S18,MI,3,2,Right
1383,S18,MI,3,3,Right
1384,S18,MI,3,4,Left
1385,S18,MI,3,5,Right
1386,S18,MI,3,6,Right
1387,S18,MI,3,7,Left
1388,S18,MI,3,8,Right
1389,S18,MI,3,9,Left
1390,S18,MI,3,10,Right
1391,S18,MI,4,1,Left
1392,S18,MI,4,2,Left
1393,S18,MI,4,3,Right
1394,S18,MI,4,4,Right
1395,S18,MI,4,5,Right
1396,S18,MI,4,6,Left
1397,S18,MI,4,7,Right
1398,S18,MI,4,8,Right
1399,S18,MI,4,9,Right
1400,S18,MI,4,10,Left
1401,S18,MI,5,1,Left
1402,S18,MI,5,2,Right
1403,S18,MI,5,3,Left
1404,S18,MI,5,4,Right
1405,S18,MI,5,5,Left
1406,S18,MI,5,6,Left
1407,S18,MI,5,7,Right
1408,S18,MI,5,8,Left
1409,S18,MI,5,9,Left
1410,S18,MI,5,10,Right
1411,S18,MI,6,1,Right
1412,S18,MI,6,2,Left
1413,S18,MI,6,3,Left
1414,S18,MI,6,4,Left
1415,S18,MI,6,5,Left
1416,S18,MI,6,6,Right
1417,S18,MI,6,7,Right
1418,S18,MI,6,8,Right
1419,S18,MI,6,9,Left
1420,S18,MI,6,10,Left
1421,S18,MI,7,1,Right
1422,S18,MI,7,2,Right
1423,S18,MI,7,3,Right
1424,S18,MI,7,4,Left
1425,S18,MI,7,5,Right
1426,S18,MI,7,6,Left
1427,S18,MI,7,7,Right
1428,S18,MI,7,8,Left
1429,S18,MI,7,9,Right
1430,S18,MI,7,10,Left
1431,S18,MI,8,1,Left
1432,S18,MI,8,2,Left
1433,S18,MI,8,3,Left
1434,S18,MI,8,4,Left
1435,S18,MI,8,5,Right
1436,S18,MI,8,6,Left
1437,S18,MI,8,7,Right
1438,S18,MI,8,8,Left
1439,S18,MI,8,9,Left
1440,S18,MI,8,10,Left
1441,S19,MI,1,1,Right
1442,S19,MI,1,2,Right
1443,S19,MI,1,3,Right
1444,S19,MI,1,4,Left
1445,S19,MI,1,5,Right
1446,S19,MI,1,6,Left
1447,S19,MI,1,7,Right
1448,S19,MI,1,8,Right
1449,S19,MI,1,9,Left
1450,S19,MI,1,10,Right
1451,S19,MI,2,1,Left
1452,S19,MI,2,2,Left
1453,S19,MI,2,3,Left
1454,S19,MI,2,4,Right
1455,S19,MI,2,5,Right
1456,S19,MI,2,6,Right
1457,S19,MI,2,7,Left
1458,S19,MI,2,8,Left
1459,S19,MI,2,9,Right
1460,S19,MI,2,10,Left
1461,S19,MI,3,1,Right
1462,S19,MI,3,2,Right
1463,S19,MI,3,3,Right
1464,S19,MI,3,4,Right
1465,S19,MI,3,5,Right
1466,S19,MI,3,6,Right
1467,S19,MI,3,7,Right
1468,S19,MI,3,8,Right
1469,S19,MI,3,9,Left
1470,S19,MI,3,10,Left
1471,S19,MI,4,1,Right
1472,S19,MI,4,2,Left
1473,S19,MI,4,3,Right
1474,S19,MI,4,4,Left
1475,S19,MI,4,5,Right
1476,S19,MI,4,6,Left
1477,S19,MI,4,7,Right
1478,S19,MI,4,8,Left
1479,S19,MI,4,9,Left
1480,S19,MI,4,10,Right
1481,S19,MI,5,1,Left
1482,S19,MI,5,2,Right
1483,S19,MI,5,3,Right
1484,S19,MI,5,4,Right
1485,S19,MI,5,5,Right
1486,S19,MI,5,6,Left
1487,S19,MI,5,7,Right
1488,S19,MI,5,8,Right
1489,S19,MI,5,9,Left
1490,S19,MI,5,10,Right
1491,S19,MI,6,1,Left
1492,S19,MI,6,2,Right
1493,S19,MI,6,3,Left
1494,S19,MI,6,4,Right
1495,S19,MI,6,5,Right
1496,S19,MI,6,6,Left
1497,S19,MI,6,7,Left
1498,S19,MI,6,8,Left
1499,S19,MI,6,9,Left
1500,S19,MI,6,10,Left
1501,S19,MI,7,1,Left
1502,S19,MI,7,2,Right
1503,S19,MI,7,3,Right
1504,S19,MI,7,4,Left
1505,S19,MI,7,5,Left
1506,S19,MI,7,6,Left
1507,S19,MI,7,7,Right
1508,S19,MI,7,8,Left
1509,S19,MI,7,9,Right
1510,S19,MI,7,10,Right
1511,S19,MI,8,1,Right
1512,S19,MI,8,2,Right
1513,S19,MI,8,3,Left
1514,S19,MI,8,4,Left
1515,S19,MI,8,5,Right
1516,S19,MI,8,6,Right
1517,S19,MI,8,7,Right
1518,S19,MI,8,8,Left
1519,S19,MI,8,9,Left
1520,S19,MI,8,10,Right
1521,S20,MI,1,1,Right
1522,S20,MI,1,2,Right
1523,S20,MI,1,3,Left
1524,S20,MI,1,4,Left
1525,S20,MI,1,5,Right
1526,S20,MI,1,6,Left
1527,S20,MI,1,7,Right
1528,S20,MI,1,8,Left
1529,S20,MI,1,9,Right
1530,S20,MI,1,10,Left
1531,S20,MI,2,1,Left
1532,S20,MI,2,2,Left
1533,S20,MI,2,3,Left
1534,S20,MI,2,4,Right
1535,S20,MI,2,5,Left
1536,S20,MI,2,6,Right
1537,S20,MI,2,7,Left
1538,S20,MI,2,8,Right
1539,S20,MI,2,9,Left
1540,S20,MI,2,10,Right
1541,S20,MI,3,1,Left
1542,S20,MI,3,2,Right
1543,S20,MI,3,3,Right
1544,S20,MI,3,4,Left
1545,S20,MI,3,5,Right
1546,S20,MI,3,6,Left
1547,S20,MI,3,7,Left
1548,S20,MI,3,8,Right
1549,S20,MI,3,9,Left
1550,S20,MI,3,10,Right
1551,S20,MI,4,1,Right
1552,S20,MI,4,2,Left
1553,S20,MI,4,3,Left
1554,S20,MI,4,4,Left
1555,S20,MI,4,5,Right
1556,S20,MI,4,6,Right
1557,S20,MI,4,7,Left
1558,S20,MI,4,8,Left
1559,S20,MI,4,9,Left
1560,S20,MI,4,10,Left
1561,S20,MI,5,1,Right
1562,S20,MI,5,2,Right
1563,S20,MI,5,3,Right
1564,S20,MI,5,4,Left
1565,S20,MI,5,5,Right
1566,S20,MI,5,6,Left
1567,S20,MI,5,7,Right
1568,S20,MI,5,8,Left
1569,S20,MI,5,9,Left
1570,S20,MI,5,10,Left
1571,S20,MI,6,1,Left
1572,S20,MI,6,2,Left
1573,S20,MI,6,3,Right
1574,S20,MI,6,4,Right
1575,S20,MI,6,5,Left
1576,S20,MI,6,6,Right
1577,S20,MI,6,7,Left
1578,S20,MI,6,8,Left
1579,S20,MI,6,9,Right
1580,S20,MI,6,10,Right
1581,S20,MI,7,1,Left
1582,S20,MI,7,2,Right
1583,S20,MI,7,3,Left
1584,S20,MI,7,4,Right
1585,S20,MI,7,5,Left
1586,S20,MI,7,6,Left
1587,S20,MI,7,7,Left
1588,S20,MI,7,8,Right
1589,S20,MI,7,9,Left
1590,S20,MI,7,10,Right
1591,S20,MI,8,1,Left
1592,S20,MI,8,2,Right
1593,S20,MI,8,3,Right
1594,S20,MI,8,4,Right
1595,S20,MI,8,5,Left
1596,S20,MI,8,6,Left
1597,S20,MI,8,7,Left
1598,S20,MI,8,8,Left
1599,S20,MI,8,9,Left
1600,S20,MI,8,10,Right
1601,S21,MI,1,1,Left
1602,S21,MI,1,2,Left
1603,S21,MI,1,3,Left
1604,S21,MI,1,4,Right
1605,S21,MI,1,5,Right
1606,S21,MI,1,6,Right
1607,S21,MI,1,7,Left
1608,S21,MI,1,8,Right
1609,S21,MI,1,9,Left
1610,S21,MI,1,10,Right
1611,S21,MI,2,1,Left
1612,S21,MI,2,2,Left
1613,S21,MI,2,3,Right
1614,S21,MI,2,4,Right
1615,S21,MI,2,5,Left
1616,S21,MI,2,6,Left
1617,S21,MI,2,7,Right
1618,S21,MI,2,8,Left
1619,S21,MI,2,9,Right
1620,S21,MI,2,10,Right
1621,S21,MI,3,1,Left
1622,S21,MI,3,2,Left
1623,S21,MI,3,3,Right
1624,S21,MI,3,4,Left
1625,S21,MI,3,5,Right
1626,S21,MI,3,6,Right
1627,S21,MI,3,7,Left
1628,S21,MI,3,8,Left
1629,S21,MI,3,9,Right
1630,S21,MI,3,10,Left
1631,S21,MI,4,1,Left
1632,S21,MI,4,2,Left
1633,S21,MI,4,3,Left
1634,S21,MI,4,4,Left
1635,S21,MI,4,5,Left
1636,S21,MI,4,6,Right
1637,S21,MI,4,7,Left
1638,S21,MI,4,8,Left
1639,S21,MI,4,9,Left
1640,S21,MI,4,10,Right
1641,S21,MI,5,1,Right
1642,S21,MI,5,2,Left
1643,S21,MI,5,3,Left
1644,S21,MI,5,4,Left
1645,S21,MI,5,5,Right
1646,S21,MI,5,6,Left
1647,S21,MI,5,7,Right
1648,S21,MI,5,8,Left
1649,S21,MI,5,9,Left
1650,S21,MI,5,10,Left
1651,S21,MI,6,1,Left
1652,S21,MI,6,2,Right
1653,S21,MI,6,3,Right
1654,S21,MI,6,4,Left
1655,S21,MI,6,5,Left
1656,S21,MI,6,6,Left
1657,S21,MI,6,7,Left
1658,S21,MI,6,8,Left
1659,S21,MI,6,9,Left
1660,S21,MI,6,10,Right
1661,S21,MI,7,1,Right
1662,S21,MI,7,2,Left
1663,S21,MI,7,3,Left
1664,S21,MI,7,4,Right
1665,S21,MI,7,5,Left
1666,S21,MI,7,6,Left
1667,S21,MI,7,7,Left
1668,S21,MI,7,8,Left
1669,S21,MI,7,9,Right
1670,S21,MI,7,10,Right
1671,S21,MI,8,1,Right
1672,S21,MI,8,2,Left
1673,S21,MI,8,3,Left
1674,S21,MI,8,4,Right
1675,S21,MI,8,5,Left
1676,S21,MI,8,6,Left
1677,S21,MI,8,7,Left
1678,S21,MI,8,8,Right
1679,S21,MI,8,9,Left
1680,S21,MI,8,10,Right
1681,S22,MI,1,1,Right
1682,S22,MI,1,2,Right
1683,S22,MI,1,3,Right
1684,S22,MI,1,4,Right
1685,S22,MI,1,5,Right
1686,S22,MI,1,6,Left
1687,S22,MI,1,7,Right
1688,S22,MI,1,8,Left
1689,S22,MI,1,9,Right
1690,S22,MI,1,10,Right
1691,S22,MI,2,1,Right
1692,S22,MI,2,2,Right
1693,S22,MI,2,3,Right
1694,S22,MI,2,4,Right
1695,S22,MI,2,5,Left
1696,S22,MI,2,6,Right
1697,S22,MI,2,7,Left
1698,S22,MI,2,8,Right
1699,S22,MI,2,9,Right
1700,S22,MI,2,10,Right
1701,S22,MI,3,1,Left
1702,S22,MI,3,2,Left
1703,S22,MI,3,3,Left
1704,S22,MI,3,4,Left
1705,S22,MI,3,5,Right
1706,S22,MI,3,6,Right
1707,S22,MI,3,7,Left
1708,S22,MI,3,8,Left
1709,S22,MI,3,9,Right
1710,S22,MI,3,10,Right
1711,S22,MI,4,1,Left
1712,S22,MI,4,2,Right
1713,S22,MI,4,3,Right
1714,S22,MI,4,4,Right
1715,S22,MI,4,5,Left
1716,S22,MI,4,6,Right
1717,S22,MI,4,7,Right
1718,S22,MI,4,8,Right
1719,S22,MI,4,9,Right
1720,S22,MI,4,10,Left
1721,S22,MI,5,1,Left
1722,S22,MI,5,2,Right
1723,S22,MI,5,3,Right
1724,S22,MI,5,4,Left
1725,S22,MI,5,5,Right
1726,S22,MI,5,6,Left
1727,S22,MI,5,7,Left
1728,S22,MI,5,8,Left
1729,S22,MI,5,9,Right
1730,S22,MI,5,10,Left
1731,S22,MI,6,1,Left
1732,S22,MI,6,2,Left
1733,S22,MI,6,3,Right
1734,S22,MI,6,4,Left
1735,S22,MI,6,5,Right
1736,S22,MI,6,6,Left
1737,S22,MI,6,7,Right
1738,S22,MI,6,8,Left
1739,S22,MI,6,9,Left
1740,S22,MI,6,10,Left
1741,S22,MI,7,1,Left
1742,S22,MI,7,2,Left
1743,S22,MI,7,3,Right
1744,S22,MI,7,4,Left
1745,S22,MI,7,5,Left
1746,S22,MI,7,6,Left
1747,S22,MI,7,7,Left
1748,S22,MI,7,8,Right
1749,S22,MI,7,9,Left
1750,S22,MI,7,10,Right
1751,S22,MI,8,1,Left
1752,S22,MI,8,2,Left
1753,S22,MI,8,3,Right
1754,S22,MI,8,4,Left
1755,S22,MI,8,5,Left
1756,S22,MI,8,6,Right
1757,S22,MI,8,7,Left
1758,S22,MI,8,8,Right
1759,S22,MI,8,9,Left
1760,S22,MI,8,10,Right
1761,S23,MI,1,1,Left
1762,S23,MI,1,2,Right
1763,S23,MI,1,3,Left
1764,S23,MI,1,4,Left
1765,S23,MI,1,5,Right
1766,S23,MI,1,6,Left
1767,S23,MI,1,7,Right
1768,S23,MI,1,8,Left
1769,S23,MI,1,9,Right
1770,S23,MI,1,10,Left
1771,S23,MI,2,1,Left
1772,S23,MI,2,2,Right
1773,S23,MI,2,3,Left
1774,S23,MI,2,4,Right
1775,S23,MI,2,5,Left
1776,S23,MI,2,6,Right
1777,S23,MI,2,7,Left
1778,S23,MI,2,8,Left
1779,S23,MI,2,9,Left
1780,S23,MI,2,10,Left
1781,S23,MI,3,1,Left
1782,S23,MI,3,2,Right
1783,S23,MI,3,3,Right
1784,S23,MI,3,4,Left
1785,S23,MI,3,5,Right
1786,S23,MI,3,6,Left
1787,S23,MI,3,7,Right
1788,S23,MI,3,8,Left
1789,S23,MI,3,9,Left
1790,S23,MI,3,10,Right
1791,S23,MI,4,1,Right
1792,S23,MI,4,2,Right
1793,S23,MI,4,3,Left
1794,S23,MI,4,4,Left
1795,S23,MI,4,5,Right
1796,S23,MI,4,6,Right
1797,S23,MI,4,7,Left
1798,S23,MI,4,8,Left
1799,S23,MI,4,9,Right
1800,S23,MI,4,10,Left
1801,S23,MI,5,1,Left
1802,S23,MI,5,2,Right
1803,S23,MI,5,3,Left
1804,S23,MI,5,4,Left
1805,S23,MI,5,5,Right
1806,S23,MI,5,6,Right
1807,S23,MI,5,7,Left
1808,S23,MI,5,8,Right
